program,title,link,upvotes,bounty
concrete5,SSRF thru File Replace,hackerone.com/reports/243865,17,0.0
FormAssembly,XSS in api_v1,hackerone.com/reports/198851,6,0.0
Twitter,Improper Host Detection During Team Up,hackerone.com/reports/294867,19,280.0
Mail.ru,Android MailRu Email: Thirdparty can access private data files with small user interaction,hackerone.com/reports/226191,11,300.0
PortSwigger Web Security,Improper Certificate Validation,hackerone.com/reports/294891,0,0.0
Informatica,[marketplace.informatica.com] -,hackerone.com/reports/299241,12,0.0
VK.com,Хранимая XSS в функционале добавления аудио в WYSIWYG,hackerone.com/reports/274112,10,500.0
VK.com,"Узнаем название и аватарку частной группы, по ID приложения.",hackerone.com/reports/270119,6,100.0
Automattic,Crafted frame injection leading to form-based UI redressing.,hackerone.com/reports/291683,14,100.0
LocalTapiola,Blacklist bypass for /cs/Satellite (www.lahitapiola.fi),hackerone.com/reports/198718,6,600.0
VK.com,"Хранимая XSS на странице ""Виджет для авторизации""",hackerone.com/reports/273960,6,0.0
VK.com,Просмотр Участников ЧАСТНОЙ встречи,hackerone.com/reports/261764,14,100.0
VK.com,self-xss ads_easy_promote vk.com,hackerone.com/reports/293581,8,0.0
VK.com,"XSS работающая по всему сайту, где есть упоминания",hackerone.com/reports/292997,7,0.0
VK.com,Воскрешение сессии после сброса сессий / смены пароля / принудительной смены пароля,hackerone.com/reports/207062,6,700.0
Ubiquiti Inc.,Stored XSS in dev-ucrm-billing-demo.ubnt.com In Client Custom Attribute,hackerone.com/reports/275515,16,250.0
Mavenlink,Uninitialized server memory disclosure via ImageMagick gif parser,hackerone.com/reports/284155,38,1500.0
LocalTapiola,Multiple Vulnerabilities in Oracle Webcenter Sites (/cs/Satellite),hackerone.com/reports/199082,9,600.0
Mail.ru,"CSRF. Удаление адресной книги, добавление контактов",hackerone.com/reports/232653,5,250.0
Mail.ru,"При передаче в ID сообщения нулевого байта, происходит вывод какого-то буфера.",hackerone.com/reports/255510,20,3500.0
Mail.ru,Reflected XSS in https://e.mail.ru/,hackerone.com/reports/258317,10,500.0
Rockstar Games,Stored XSS via Send crew invite,hackerone.com/reports/272997,16,1000.0
Mail.ru,[et.mail.ru] ssrf 2,hackerone.com/reports/258237,8,150.0
Mail.ru,XSS when replying / forwarding to a malicious email on iOS,hackerone.com/reports/264177,8,250.0
Uber,Design Issue at riders.uber.com/profile,hackerone.com/reports/298888,1,0.0
Zomato,[www.zomato.com] IDOR - Delete/Deactivate ANY/ALL Promos through a Post Request at **clients/promoDataHandler.php**,hackerone.com/reports/264754,10,200.0
Zomato,Admin Access to a domain used for development and admin access to internal dashboards on that domain,hackerone.com/reports/271407,28,1000.0
shopify-scripts,Invalid read leading to a segfault,hackerone.com/reports/295680,5,800.0
Zomato,User Profiles Leak PII in HTML Document for Mobile Browser User Agents,hackerone.com/reports/288596,15,500.0
Mail.ru,Download attachments with traversal path into any sdcard directory (incomplete fix 106097),hackerone.com/reports/284346,7,200.0
LocalTapiola,High server resource usage on captcha (viestinta.lahitapiola.fi),hackerone.com/reports/280748,7,315.0
Mail.ru,touch.mail.ru/messages - Stored XSS,hackerone.com/reports/275274,7,750.0
Mail.ru,Unupdated ImageMagic leads to uninitialized server memory disclosure,hackerone.com/reports/274594,6,150.0
Mail.ru,Stored XSS and html injection in biz.mail.ru,hackerone.com/reports/267783,5,250.0
Mail.ru,A manager of a determinate group of users still might have access to any user account from any group that he doesn't administrate anymore.,hackerone.com/reports/268228,8,500.0
Mail.ru,XSS on https://account.mail.ru/login via postMessage,hackerone.com/reports/269349,17,500.0
Uber,muber-id Query Parameter Can Generate SSL-protected Reflected XSS in https://m.uber.com/0-dfffb25d2cf6ceeb0a27.js Endpoint,hackerone.com/reports/300102,5,0.0
Uber,lite:sess Query Parameter Can Generate SSL-protected Reflected XSS in https://m.uber.com/0-dfffb25d2cf6ceeb0a27.js Endpoint,hackerone.com/reports/300101,3,0.0
Uber,udi-id Query Parameter Can Generate SSL-protected Reflected XSS in https://m.uber.com/0-dfffb25d2cf6ceeb0a27.js Endpoint,hackerone.com/reports/300103,3,0.0
Uber,SSL-protected Reflected XSS in https://m.uber.com/0-dfffb25d2cf6ceeb0a27.js Endpoint,hackerone.com/reports/300081,3,0.0
Uber,SSL-protected Reflected XSS in m.uber.com,hackerone.com/reports/296701,3,0.0
Uber,Configuration and/or source code files on uchat-staging.uberinternal.com can be viewed without OneLogin SSO Authentication,hackerone.com/reports/298990,4,0.0
Uber,It's possible to view configuration and/or source code on uchat.awscorp.uberinternal.com without,hackerone.com/reports/298862,6,0.0
Uber,SSL-protected Reflected XSS in https://m.uber.com/0-dfffb25d2cf6ceeb0a27.js Endpoint,hackerone.com/reports/300080,3,0.0
Uber,"The Uber Promo Customer Endpoint Does Not Implement Multifactor Authentication, Blacklisting or Rate Limiting",hackerone.com/reports/293359,3,0.0
Uber,The Microsoft Store Uber App Does Not Implement Server-side Token Revocation,hackerone.com/reports/293363,3,0.0
Uber,The Microsoft Store Uber App Does Not Implement Certificate Pinning,hackerone.com/reports/293358,7,0.0
Twitter,Open Redirect Protection Bypass,hackerone.com/reports/283460,22,280.0
Mapbox,Admin Panel Accessed (OAuth Bypassed ),hackerone.com/reports/294911,115,4000.0
Zendesk,Secret API Key Leakage via Query String,hackerone.com/reports/276041,11,500.0
Zendesk,dom based xss in *.zendesk.com/external/zenbox/,hackerone.com/reports/227298,8,100.0
Mail.ru,Possibility to view subdepartments for arbitrary domain,hackerone.com/reports/287378,5,500.0
Inflection,Goodhire Open Redirect,hackerone.com/reports/277078,11,0.0
Ubiquiti Inc.,UniFi Video v3.2.2 (Windows) Local Privileges Escalation due to weak default install directory ACLs,hackerone.com/reports/140793,3,500.0
Ed,Fix for self-DoS in Security-txt Chrome Extension.,hackerone.com/reports/299460,9,0.0
OX App Suite,OX Guard: DOM Based Cross-Site Scripting (#2),hackerone.com/reports/164821,10,500.0
OX App Suite,OX Guard: DOM Based Cross-Site Scripting,hackerone.com/reports/158853,8,500.0
Deconf,Unauthenticated Reflected XSS in admin dashboard,hackerone.com/reports/297434,13,0.0
Shopify,"Cross-site scripting in ""Contact customer"" form",hackerone.com/reports/294505,27,500.0
Ruby,NET::Ftp allows command injection in filenames,hackerone.com/reports/294462,25,1000.0
Legal Robot,Non-secure requests are not automatically upgraded to HTTPS,hackerone.com/reports/164419,0,0.0
Informatica,[marketplace.informatica.com] - Sensitive Data Exposure,hackerone.com/reports/270695,9,0.0
SEMrush,Cross-origin resource sharing misconfig | steal user information,hackerone.com/reports/235200,72,1000.0
U.S. Dept Of Defense,X-XSS-Protection -&gt; Misconfiguration,hackerone.com/reports/289846,6,0.0
Ruby,Provide a security sistem most fit to our team,hackerone.com/reports/281850,1,0.0
Ruby,Take back my all data from limfuimay@gmail.com,hackerone.com/reports/282588,1,0.0
Ruby,Bugs,hackerone.com/reports/281942,0,0.0
Informatica,[marketplace.informatica.com]-Reflected XSS,hackerone.com/reports/266801,6,0.0
Informatica,[marketplace.informatica.com] - Stored XSS,hackerone.com/reports/277259,3,0.0
Legal Robot,No notification of change email feature,hackerone.com/reports/265930,6,0.0
Rockstar Games,Unserialize leading to arbitrary PHP function invoke,hackerone.com/reports/210741,111,5000.0
Mavenlink,Password reset link injection allows redirect to malicious URL,hackerone.com/reports/281575,49,1500.0
HackerOne,Open redirect deceive in hackerone.com via another open redirect link.,hackerone.com/reports/296706,5,0.0
LocalTapiola,PHPMYADMIN Setup is accessible without authentication on https://lml.lahitapiola.fi/,hackerone.com/reports/297339,28,600.0
LocalTapiola,Possible sweet32 lahitapiola.fi,hackerone.com/reports/232463,5,50.0
LocalTapiola,Single User DOS on SelectedLocale -cookie (verkkopalvelu.tapiola.fi),hackerone.com/reports/212508,7,400.0
Infogram,No Rate Limit on account deletion request(Leads to huge email flooding/email bombing),hackerone.com/reports/280534,5,0.0
Infogram,Bruteforcing Coupons,hackerone.com/reports/288846,3,0.0
The Internet,Unsecure: Bypass alerts of Little Flocker / Little Snitch / HandsOff! / BlockBlock (same concept can be applied to other security tools),hackerone.com/reports/265232,5,0.0
Infogram,Non Critical Code Quality Bug / Self XSS on Map Editor,hackerone.com/reports/280865,4,0.0
Infogram,No Rate limit on Password Reset Function,hackerone.com/reports/280389,7,0.0
Infogram,Javascript Payload reflected Back in Report Embed Code,hackerone.com/reports/284082,4,0.0
HackerOne,Content Security Policy not applied to error pages at multiple HackerOne endpoints,hackerone.com/reports/250729,41,500.0
WordPress,Stored xss via template injection,hackerone.com/reports/250837,10,300.0
Infogram,New team invitation functionality allows extend team without upgrade,hackerone.com/reports/295900,4,0.0
Ubiquiti Inc.,Command injection in the process of downloading the latest version of the cloud key firmware through the unifi management software.,hackerone.com/reports/183458,7,500.0
Perl (IBB),Interger overflow in eval trigger write out of bound,hackerone.com/reports/272097,2,0.0
Infogram,Report Design Critical Stored DOM XSS Vulnerability,hackerone.com/reports/282909,5,0.0
New Relic,Bypass of my two other reports #267636 + #255894 - (IDOR) Ability to see full name associated with other New Relic accounts,hackerone.com/reports/271861,5,0.0
HackerOne,Able To Check The Exact Bounty Balance of any Bug Bounty Program,hackerone.com/reports/293593,23,0.0
Infogram,Server Side Request Forgery on JSON Feed,hackerone.com/reports/280511,8,0.0
Ruby on Rails,"Nested attributes reject_if proc can be circumvented by providing ""_destroy"" parameter",hackerone.com/reports/90457,8,500.0
Ruby on Rails,Validation bypass for Active Record and Active Model,hackerone.com/reports/108723,5,250.0
Ruby on Rails,"Explicit, dynamic render path: Dir. Trav + RCE",hackerone.com/reports/46019,7,500.0
Ruby on Rails,JSON keys are not properly escaped,hackerone.com/reports/47280,6,500.0
Monero,Kovri: potential buffer over-read in garlic clove handling + I2NP message creation,hackerone.com/reports/291489,14,0.0
Starbucks,Multiple Subdomain takeovers via unclaimed instances,hackerone.com/reports/276269,78,8000.0
Infogram,Stored Cross-Site scripting in the infographics using Data Objects links,hackerone.com/reports/280503,7,0.0
Infogram,Stored Cross-Site scripting in the infographics using links,hackerone.com/reports/280495,7,0.0
Ubiquiti Inc.,Privilege Escalation with Session Hijacking Having a Non-privileged Valid User,hackerone.com/reports/242407,6,1000.0
Mail.ru,Monitor,hackerone.com/reports/265786,4,0.0
WordPress,Content Spoofing @ https://irclogs.wordpress.org/,hackerone.com/reports/278151,20,0.0
HackerOne,Invalid Host detection at https://hackerone.com/redirect,hackerone.com/reports/278095,52,500.0
Instacart,Get all instacart emails - missing rate limit on /accounts/register,hackerone.com/reports/275186,9,150.0
Automattic,[public-api.wordpress.com] Stored XSS via Crafted Developer App Description,hackerone.com/reports/293743,9,200.0
Automattic,[Simplenote for Windows] Client RCE via External JavaScript Inclusion leveraging Electron,hackerone.com/reports/291539,15,250.0
Automattic,Lazy Load stored XSS,hackerone.com/reports/152416,11,275.0
Automattic,Improper markup sanitization.,hackerone.com/reports/289823,18,150.0
Mail.ru,Stored XSS using SVG,hackerone.com/reports/275668,8,0.0
Informatica,Unrestricted file upload - cloudacademy.informatica.com,hackerone.com/reports/253202,6,0.0
HackerOne,GraphQL sessions aren't immediately invalidated when user password is changed,hackerone.com/reports/283847,7,0.0
Coursera,Stored XSS via transloadit.com and imageproxy,hackerone.com/reports/216822,4,0.0
HackerOne,Query parameter reordering causes redirect page to render unsafe URL,hackerone.com/reports/293689,61,1500.0
Grab,stored xss in comments : driver exam,hackerone.com/reports/274443,14,250.0
Grab,Access Grab_Road BigData Database via Open Presto coordinator,hackerone.com/reports/266766,84,5000.0
Dropbox,Android - Access of some not exported content providers,hackerone.com/reports/272044,26,1000.0
HackerOne,Validation message in Bounty award endpoint can be used to determine program balances,hackerone.com/reports/293299,58,1500.0
Ubiquiti Inc.,Remote Code Execution at http://tw.corp.ubnt.com,hackerone.com/reports/269066,59,5000.0
Inflection,Limited arbitrary text inclusion in user invite emails,hackerone.com/reports/278220,0,0.0
Inflection,Business Logic Flaw allowing Privilege Escalation,hackerone.com/reports/280914,6,0.0
Inflection,Unsubscribe Any User,hackerone.com/reports/281472,1,0.0
TTS Bug Bounty,Subdomain Takeover,hackerone.com/reports/289051,6,0.0
GitLab,SSRF via git Repo by URL Abuse,hackerone.com/reports/191216,1,0.0
Zomato,[www.zomato.com] IDOR - Delete/Deactivate any special menu of any Restaurants from Zomato,hackerone.com/reports/264919,14,100.0
VK.com,Stored xss в /lead_forms_app.php,hackerone.com/reports/283539,17,500.0
Zomato,Use any User to Follow you (Increase Followers) [IDOR],hackerone.com/reports/245969,19,50.0
VK.com,XSS в личных сообщениях,hackerone.com/reports/281851,24,1000.0
Automattic,Stored XSS Using Media,hackerone.com/reports/275386,10,150.0
Tor,"[tor] pre-emptive defenses, potential vulnerabilities",hackerone.com/reports/115686,8,500.0
Tor,16 instances where return value of OpenSSL i2d_RSAPublicKey is discarded -- might lead to use of uninitialized memory,hackerone.com/reports/142773,11,200.0
Ed,Oauth flow on the comments widget login can lead to the access code leakage,hackerone.com/reports/292783,38,0.0
Ubiquiti Inc.,Privilege Escalation using API-&gt;Feature,hackerone.com/reports/239719,20,1500.0
Ubiquiti Inc.,"CSRF: Replacing the router configuration backup having an 'operator' user and bypassing the ""Referer:' whitelist protection",hackerone.com/reports/240098,14,500.0
Ubiquiti Inc.,Privilege Escalation: From operator to ubnt (and root) with non-interactive Session Hijacking,hackerone.com/reports/241044,16,1500.0
Infogram,Persistent XSS in share button,hackerone.com/reports/290794,6,0.0
WakaTime,SSH backdated version open port,hackerone.com/reports/255627,3,0.0
"OWOX, Inc.",Server-side cache poisoning leads to the http://my.dev.owox.com inaccessibility,hackerone.com/reports/291012,15,0.0
HackerOne,IDOR on Program Visibilty (Revealed / Concealed) against other team members,hackerone.com/reports/291721,18,0.0
Infogram,Stored XSS in the Custom Logo link (non-Basic plan required),hackerone.com/reports/282209,10,0.0
HackerOne,Introspection query leaks sensitive graphql system information.,hackerone.com/reports/291531,9,0.0
Yelp,Nginx version disclosure via forbidden page,hackerone.com/reports/197880,1,0.0
HackerOne,Reverse Tabnabbing Vulnerability in Outgoing Links,hackerone.com/reports/284143,2,0.0
Mail.ru,XSS через подгрузку ссылки.,hackerone.com/reports/282602,11,0.0
Ubiquiti Inc.,Security: Publicly accessible x.509 Public and Private Key of Ubiquiti Networks.,hackerone.com/reports/265701,4,0.0
Mail.ru,reflected XSS on healt.mail.ru,hackerone.com/reports/276714,13,500.0
WordPress,Wordpress 4.7 - CSRF -&gt; HTTP SSRF any private ip:port and basic-auth,hackerone.com/reports/187520,18,750.0
Twitter,Listing of Amazon S3 Bucket accessible to any amazon authenticated user (metrics.pscp.tv),hackerone.com/reports/278191,27,140.0
WordPress,Authenticated Cross-site Scripting in Template Name,hackerone.com/reports/220903,15,350.0
Slack,Bypass,hackerone.com/reports/121696,24,500.0
Tor,Access to local file system using javascript,hackerone.com/reports/258630,10,0.0
HackerOne,Pending member invitations are not revoked on program name change,hackerone.com/reports/275293,1,0.0
TTS Bug Bounty,2FA bypass - confirmation tokens don't expire,hackerone.com/reports/264090,4,0.0
TTS Bug Bounty,Error Page Content Spoofing or Text Injection,hackerone.com/reports/263866,0,0.0
TTS Bug Bounty,CSRF in generating a new Personal Key,hackerone.com/reports/263512,2,0.0
Weblate,Improper validation of unicode characters,hackerone.com/reports/278718,3,0.0
Grab,www.drivegrab.com SQL injection,hackerone.com/reports/273946,151,4500.0
HackerOne,Issue with password change in Disabled Account,hackerone.com/reports/279914,4,0.0
HackerOne,Additional bypass allows SSRF for internal netblocks,hackerone.com/reports/288950,17,0.0
Automattic,Persistent Cross-Site Scripting in WooCommerce WordPress plugin,hackerone.com/reports/152692,5,75.0
WordPress,WordPress core,hackerone.com/reports/153093,5,250.0
Aspen,Session does't get expired after changing the password in https://readthedocs.org,hackerone.com/reports/290889,0,0.0
HackerOne,Private Program all members disclosed,hackerone.com/reports/283309,7,0.0
Infogram,Bypass insecure password validation,hackerone.com/reports/287758,9,0.0
IRCCloud,[IRCCloud Android] Theft of arbitrary files leading to token leakage,hackerone.com/reports/288955,20,500.0
Infogram,Stored XSS On Wordpress Infogram plugin,hackerone.com/reports/287688,6,0.0
Moneybird,Open Redirection while saving User account Settings,hackerone.com/reports/288219,21,50.0
Maximum,"[werkenbijmcdonalds.nl] Unsafe-inline in ""script-src"" results in ""bootstrapping"" or passing data to JavaScript from HTML pages.",hackerone.com/reports/273803,2,0.0
HackerOne,"Program profile metrics endpoint contains mean time to triage, even when turned off",hackerone.com/reports/289568,27,500.0
Legal Robot,Logic issue in email change process,hackerone.com/reports/265931,10,70.0
Legal Robot,Exposes a series of other private credentials,hackerone.com/reports/289189,2,0.0
WordPress,"WordPress DB Class, bad implementation of prepare method guides to sqli and information disclosure",hackerone.com/reports/179920,17,0.0
Ubiquiti Inc.,Privilege escalation in the client impersonation functionality,hackerone.com/reports/221454,12,1500.0
Automattic,[app.simplenote.com] Stored XSS via Markdown SVG filter bypass,hackerone.com/reports/271007,16,200.0
Slack,Race Condition in account survey,hackerone.com/reports/165570,19,150.0
Twitter,Opportunity to obtain private tweets through search widget preview caches,hackerone.com/reports/263760,47,1120.0
Phabricator,Command injection on Phabricator instance with an evil hg branch name,hackerone.com/reports/288704,37,1000.0
New Relic,Unvalidated redirect in alerts.newrelic.com/auth/newrelic?origin=,hackerone.com/reports/207505,2,0.0
New Relic,SSL Padding Oracle On Downgraded Legacy Encryption (POODLE) Vulnerability,hackerone.com/reports/216271,4,0.0
New Relic,Sub domain issues.,hackerone.com/reports/183577,3,0.0
New Relic,Stored XSS on BillingCountry parameter,hackerone.com/reports/182414,4,0.0
Pornhub,Possibility to insert stored XSS inside &lt;img&gt; tag,hackerone.com/reports/267643,19,1500.0
Rockstar Games,Stored XSS on profile page via Steam display name,hackerone.com/reports/282604,28,1250.0
Shopify,Self-XSS in password reset functionality,hackerone.com/reports/286667,27,500.0
Legal Robot,Clickjacking in Legalrobot app,hackerone.com/reports/270454,8,0.0
Bitwarden,Vulnerable exported broadcast receiver,hackerone.com/reports/289000,12,0.0
Legal Robot,"Broken links for stale domains may be leveraged for Phishing, Misinformation, Defaming",hackerone.com/reports/276244,4,0.0
Legal Robot,Improper Implementation of Password strength checker,hackerone.com/reports/271950,5,0.0
Yelp,Leaking sensitive information lead to compromise employer API keys,hackerone.com/reports/273630,8,300.0
Yelp,Yelp.com is vulnerable to SWEET32 attack,hackerone.com/reports/199436,1,0.0
Yelp,Content spoofing on yelp.onelogin,hackerone.com/reports/180559,2,0.0
Yelp,Missing X-Frame-Options header,hackerone.com/reports/49888,1,0.0
Yelp,Click jacking in delete image of user in Yelp,hackerone.com/reports/201848,2,0.0
Yelp,Weak Password Policy,hackerone.com/reports/237544,0,0.0
Yelp,Ngnix Server version disclosure 404 Page!,hackerone.com/reports/167036,4,0.0
Yelp,"IDOR(indirect object references) on add friend,complement and send message",hackerone.com/reports/166849,1,0.0
Yelp,[engineeringblog.yelp.com] CRLF Injection,hackerone.com/reports/66391,13,0.0
Yelp,Error Page Text Injection,hackerone.com/reports/176042,0,0.0
Yelp,Possible content spoofing due to missing error page,hackerone.com/reports/179021,0,0.0
Yelp,Nginx server version disclosure on engineeringblog,hackerone.com/reports/180346,3,0.0
Yelp,Clickjacking: X-Frame Header Missing,hackerone.com/reports/168358,1,0.0
Yelp,ClickJacking,hackerone.com/reports/179839,1,0.0
Yelp,Clickjacking @ Main Domain[www.yelp.com],hackerone.com/reports/197115,0,0.0
Yelp,[Yelp Blog] Backslash in search string causes JS error,hackerone.com/reports/179732,0,0.0
Yelp,Research papers on yelp,hackerone.com/reports/207435,1,0.0
Yelp,One of yelp.com url is redirecting to domain which is not yet purchased,hackerone.com/reports/207431,0,0.0
Yelp,User can be fooled to Bookmark any restaurant by clickjacking,hackerone.com/reports/228295,0,0.0
Yelp,ClickJacking in editing business name,hackerone.com/reports/227837,0,0.0
Yelp,IDNs displayed in unicode in messages/about/talk sections (Homograph Attack),hackerone.com/reports/172933,9,500.0
Yelp,Password reset token not expiring,hackerone.com/reports/170161,15,100.0
HackerOne,"Blind SSRF in ""Integrations"" by abusing a bug in Ruby's native resolver.",hackerone.com/reports/287245,26,0.0
GitLab,SSRF vulnerability in gitlab.com via project import.,hackerone.com/reports/215105,15,0.0
Aspen,Email Spoofing,hackerone.com/reports/288707,0,0.0
Automattic,Invalidate session after password reset on https://polldaddy.com,hackerone.com/reports/273881,10,0.0
Infogram,A10 – Unvalidated Redirects and Forwards,hackerone.com/reports/283269,0,0.0
RubyGems,Remote code execution on rubygems.org,hackerone.com/reports/274990,48,1500.0
WordPress,"[BuddyPress 2.9.1] Open Redirect via ""wp_http_referer"" parameter on ""bp-profile-edit"" endpoint",hackerone.com/reports/277502,7,275.0
WordPress,Buddypress 2.9.1 - Exceeding the maximum upload size,hackerone.com/reports/263109,14,275.0
WordPress,Unauthenticated hidden groups disclosure via Ajax groups search,hackerone.com/reports/282176,5,275.0
VK.com,XSS в товарах,hackerone.com/reports/273365,16,1000.0
WordPress,Self-XSS in WordPress Editor Link Modal,hackerone.com/reports/224556,8,150.0
VK.com,Хранимая XSS в группе VK,hackerone.com/reports/266072,17,500.0
Infogram,Internal Ports Scanning via Blind SSRF,hackerone.com/reports/287496,7,0.0
Brave Software,application/x-brave-tab should not be readable.,hackerone.com/reports/258578,9,250.0
Brave Software,OS username disclosure,hackerone.com/reports/258585,6,100.0
Mail.ru,CRLF инъекция на https://tz.mail.ru,hackerone.com/reports/205796,4,0.0
Mail.ru,SSRF на https://target.my.com/,hackerone.com/reports/200224,11,800.0
Infogram,Stored XSS in content when Graph is created via API,hackerone.com/reports/287562,6,0.0
Informatica,[marketplace.informatica.com] User email disclosure,hackerone.com/reports/230608,11,0.0
Instacart,"Bruteforcing password reset tokens, could lead to account takeover",hackerone.com/reports/271533,7,50.0
Twitter,CSRF in twitterflightschool.com ( CAN POST ON TIMELINE WITHOUT USER PERMISSION),hackerone.com/reports/115158,8,0.0
Infogram,Tabnabbing via window.opener,hackerone.com/reports/280500,4,0.0
Infogram,Weak Password Policy on Signup,hackerone.com/reports/280504,8,0.0
Infogram,SPF Misconfiguration,hackerone.com/reports/280408,4,0.0
Discourse,Any user with invite capabilities can take-over any account on Discourse,hackerone.com/reports/242765,71,1024.0
Starbucks,DOM-based XSS in store.starbucks.co.uk on IE 11,hackerone.com/reports/241619,15,100.0
Infogram,XSS on Report Classic,hackerone.com/reports/282535,5,0.0
Infogram,No Email Verification,hackerone.com/reports/285153,1,0.0
Infogram,Internal Ports Scanning via Blind SSRF,hackerone.com/reports/281950,9,0.0
IRCCloud,[IRCCloud Android] Opening arbitrary URLs/XSS in SAMLAuthActivity,hackerone.com/reports/283058,8,150.0
IRCCloud,[IRCCloud Android] XSS in ImageViewerActivity,hackerone.com/reports/283063,19,500.0
Shopify,stored xss in invited team member via email parameter,hackerone.com/reports/267177,15,500.0
Gratipay,CSV injection in gratipay.com via payment history export feature.,hackerone.com/reports/219323,7,0.0
The Internet,Key Reinstallation Attacks: Breaking WPA2 by forcing nonce reuse,hackerone.com/reports/286740,184,25000.0
HackerOne,Private partial disclosure of h1 infrastructure,hackerone.com/reports/283361,17,0.0
Twitter,[CRITICAL] Full account takeover using CSRF,hackerone.com/reports/235642,75,5040.0
Twitter,Unauthorized Access to Protected Tweets via niche.co API,hackerone.com/reports/273698,19,0.0
Twitter,OS Command Execution on User's PC via CSV Injection,hackerone.com/reports/282628,2,0.0
Gratipay,Saying goodbye to HackerOne and Gratipay.,hackerone.com/reports/286728,89,0.0
Gratipay,"Application-level DoS on image's ""size"" parameter.",hackerone.com/reports/247700,11,0.0
concrete5,Stored XSS vulnerability in additional URLs in 'Location' dialog [Sitemap],hackerone.com/reports/251358,7,0.0
HackerOne,View Any Program's Team Members through GET https://hackerone.com/invitations/,hackerone.com/reports/283014,31,1000.0
HackerOne,"Search query text, including from potentially undisclosed reports, sent to Google Analytics on Inbox query page",hackerone.com/reports/280770,8,0.0
Zendesk,XSS with needed user intervention,hackerone.com/reports/204969,9,500.0
TTS Bug Bounty,CSRF to change Account Security Keys on secure.login.gov,hackerone.com/reports/263498,8,0.0
Inflection,HTTP Host Header Injection on app.goodhire.com,hackerone.com/reports/277354,3,0.0
WordPress,Missing SSL can leak job token,hackerone.com/reports/222036,11,0.0
Inflection,Amount Manipulation Buy Unlimited Credits in just $1.00,hackerone.com/reports/277377,3,0.0
HackerOne,Adding or removing a new non-preferred payout method does not trigger an e-mail or account notification,hackerone.com/reports/242964,42,500.0
Infogram,XSS on infogram.com,hackerone.com/reports/283565,8,0.0
Infogram,Multiple xss on infogram templates,hackerone.com/reports/283825,4,0.0
Infogram,XSS when Shared,hackerone.com/reports/283821,6,0.0
Inflection,Host Header Injection or cache poisoning in multiple domains,hackerone.com/reports/283786,0,0.0
Inflection,XST(Cross Site Tracing),hackerone.com/reports/283502,1,0.0
Tor,Use of uninitialized value in networkstatus_parse_vote_from_string (src/or/routerparse.c:3533),hackerone.com/reports/276253,2,0.0
Gratipay,Reflected SQL Execution,hackerone.com/reports/284811,4,0.0
Gratipay,i am The bug,hackerone.com/reports/284807,10,0.0
Infogram,Sensitive information is publicly available,hackerone.com/reports/282475,4,0.0
Infogram,Outdated jQuery Version,hackerone.com/reports/282363,3,0.0
Mail.ru,Stored self-XSS pubg.mail.ru в нескольких местах,hackerone.com/reports/280826,8,0.0
Infogram,HTML injection,hackerone.com/reports/283742,5,0.0
Rockstar Games,Stored XSS on support.rockstargames.com,hackerone.com/reports/265274,11,1000.0
Infogram,Incorrect Functionality of Password reset links,hackerone.com/reports/280529,6,0.0
Infogram,Password Reset Token Not Expired,hackerone.com/reports/283550,11,0.0
Informatica,[informatica.com]- Cross Site scripting,hackerone.com/reports/204237,9,0.0
Gratipay,Bypassing X-frame options,hackerone.com/reports/283951,1,0.0
WakaTime,Using an outdated version of OpenSSH on db01.wakatime.com,hackerone.com/reports/246780,9,0.0
Urban Dictionary,Race Condition in Definition Votes,hackerone.com/reports/152717,9,0.0
Ian Dunn,Timing Attack in Google Authenticator - Per User Prompt,hackerone.com/reports/277534,6,25.0
Rockstar Games,Blind SSRF in emblem editor (2),hackerone.com/reports/265050,66,1500.0
WebSummit,Reflective XSS,hackerone.com/reports/176698,7,0.0
Zaption,XSS during presentation,hackerone.com/reports/112372,5,0.0
Bitwarden,Organization Admin Privilege Escalation To Owner,hackerone.com/reports/272570,10,0.0
Bitwarden,Mailgun misconfiguration on email.bitwarden.com,hackerone.com/reports/272357,12,0.0
Infogram,No notification on Password Change,hackerone.com/reports/282570,1,0.0
Infogram,No Confirmation or Notification During Email Change which can leads to account takeover,hackerone.com/reports/282572,0,0.0
Infogram,Login Cross Site Request Forgery,hackerone.com/reports/283482,2,0.0
Infogram,User Enumeration,hackerone.com/reports/280509,4,0.0
IRCCloud,Missing robots exclusion header for user uploads,hackerone.com/reports/275443,4,50.0
Infogram,User enumeration via forgot password error message,hackerone.com/reports/282564,0,0.0
Grab,CSV Injection https://hub.grab.com,hackerone.com/reports/244292,13,251.0
Zomato,[www.zomato.com/dubai/gold] CRITICAL - Allowing arbitrary amount to become a GOLD Member,hackerone.com/reports/254211,32,500.0
Zomato,[www.zomato.com] Unauthenticated access to Internal Sales Data of Zomato through an unrestricted endpoint,hackerone.com/reports/263535,19,250.0
Zomato,[www.zomato.com] IDOR - Leaking all Personal Details of all Zomato Users through an endpoint,hackerone.com/reports/269937,25,750.0
Inflection,Limited Account Takeover via Backup codes,hackerone.com/reports/281449,2,0.0
MapsMarker.com e.U.,facebook button URL should be HTTPS,hackerone.com/reports/271928,12,0.0
Tor,Cross-domain linkability when system time changed in Tor Browser,hackerone.com/reports/282339,0,0.0
HackerOne,Report Private Links Leaks to Google Analytics via Query String Param,hackerone.com/reports/269479,57,0.0
